nfull,nabb,if
ASIAN JOURNAL OF ANDROLOGY,ASIAN J ANDROL,2.644
Andrology,ANDROLOGY-US,2.515
ANDROLOGIA,ANDROLOGIA,1.441
Systems Biology in Reproductive Medicine,SYST BIOL REPROD MED,1.204
Revista Internacional de Andrologia,REV INT ANDROL,0.238
